"articleid","subarticleid","articlename","external_str_id","ecrlongname","ecrsectionid","sectionname","articlebarcode","unitname","sectiontype","rest","flgbase","subarticlebarcode","flg_disable","flg_disable_name","preparemoment_name","baseprice","ecological_class","articletype","article_type_name","tax_system","tag_1212","tag_1162","tag_1162_name","subarticle_marking","subarticle_marking_name","has_any_bc_marking","has_mrc","isloto","class_path","strpath"
"7760310","7760311","Магнит 24 регион","9900000065661","Магнит 24 регион","1000204","Cafe","4603728117041","шт/1","TYPE_GOODS","20000","SET_BASE","4603728117041","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760313","7760314","Гренки Штурвал ржаные чеснок 100г","9900000048040","Гренки Штурвал ржаные чеснок 100г","1000204","Cafe","4610009301396","шт/1","TYPE_GOODS","20000","SET_BASE","4610009301396","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760316","7760317","Атлас Тюмсхема гор с нум домов 1С 2010г","9900000030509","Атлас Тюмень схема города с нумерацией домов 1С 2010г","1000204","Cafe","9785981000966","шт/1","TYPE_GOODS","20000","SET_BASE","9785981000966","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760319","7760320","Яйцо Барбоскины шоколадное игрушка 20г","9900000049895","Яйцо Барбоскины шоколадное игрушка 20г","1000204","Cafe","46167675","шт/1","TYPE_GOODS","20000","SET_BASE","46167675","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760322","7760323","Батончик QN Questbar брауни 60г","9900000050606","Батончик Quest Nutrition Questbar протеин вкус брауни 60г","1000204","Cafe","888849000418","шт/1","TYPE_GOODS","20000","SET_BASE","888849000418","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760325","7760326","Игрушка Автопанорама 1200072 Инкассация","9900000065151","Игрушка Автопанорама 1200072 машинка металлическая Инкассация","1000204","Cafe","6900012000729","шт/1","TYPE_GOODS","20000","SET_BASE","6900012000729","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760328","7760329","Книга Disney Классика малышка Бемби","9900000035810","Книга Disney Классика-малышка Бемби","1000204","Cafe","9785953979085","шт/1","TYPE_GOODS","20000","SET_BASE","9785953979085","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760331","7760332","Брелок MBT SP94021 Овечка 7 цветов 6см","9900000039522","Брелок Magic Bear Toys SP94021 Овечка 7 цветов 6см","1000204","Cafe","4627093092352","шт/1","TYPE_GOODS","20000","SET_BASE","4627093092352","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760334","7760335","Книга Disney Тачки 2.Классика малышка","9900000035825","Книга Disney Тачки 2.Классика малышка","1000204","Cafe","9785953982528","шт/1","TYPE_GOODS","20000","SET_BASE","9785953982528","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760337","7760338","Масло G-Profi MSI Plus 15W-40 10л","9900000053787","Масло G-Profi MSI Plus 15W-40 10л","1000204","Cafe","4650063114709","шт/1","TYPE_GOODS","20000","SET_BASE","4650063114709","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760340","7760341","Книга Маша и Медведь.Маша-сладкоежка","9900000040718","Книга Маша и Медведь.Маша-сладкоежка,наклейки","1000204","Cafe","9785447108175","шт/1","TYPE_GOODS","20000","SET_BASE","9785447108175","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760343","7760344","Салф Асептика антисепт 60х100мм 15шт","9900000063154","Салфетки Асептика антисептические стерильные спиртовые 60х100мм 15шт","1000204","Cafe","4607174650633","шт/1","TYPE_GOODS","20000","SET_BASE","4607174650633","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760346","7760347","Раскраска Умка игрушки 64 картинки","9900000042626","Раскраска Умка игрушки 64 картинки","1000204","Cafe","9785506007074","шт/1","TYPE_GOODS","20000","SET_BASE","9785506007074","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760349","7760350","Открытка дер 8 марта волосы-цветы","9900000067483","Открытка деревянная 8 марта волосы-цветы","1000204","Cafe","2000000011011","шт/1","TYPE_GOODS","20000","SET_BASE","2000000011011","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760352","7760353","Р/ж Dirol сладкая мята 14г","9900000001817","Резинка жевательная Dirol сладкая мята 14г","1000204","Cafe","46069917","шт/1","TYPE_GOODS","20000","SET_BASE","46069917","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760355","7760356","Книга ЭКСМО Абдуллаева Ч.А в ассортим","9900000030504","Книга ЭКСМО Абдуллаева Ч.А в ассортименте","1000204","Cafe","2000730170019","шт/1","TYPE_GOODS","20000","SET_BASE","2000730170019","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760358","7760359","Салф Медкомпресс+ стерил 5х5см 10шт","9900000063155","Салфетки Медкомпресс+ стерильные 12-слойные 5х5см 10шт","1000204","Cafe","4603750000243","шт/1","TYPE_GOODS","20000","SET_BASE","4603750000243","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760361","7760362","Чипсы Lay's из печи королевский краб 85г","9900000067490","Чипсы Lay's из печи королевский краб 85г","1000204","Cafe","4690388104252","шт/1","TYPE_GOODS","20000","SET_BASE","4690388104252","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760364","7760365","Книга Т.В. Полякова Всё в шоколаде","9900000035850","Книга Т.В. Полякова Всё в шоколаде","1000204","Cafe","9785699420575","шт/1","TYPE_GOODS","20000","SET_BASE","9785699420575","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760367","7760368","Карта НКФ Озера Южн Урала Екат-Челяб ч.1","9900000030523","Карта НКФ Озера Южного Урала Екатеринбург-Челябинск ч.1","1000204","Cafe","4607136501737","шт/1","TYPE_GOODS","20000","SET_BASE","4607136501737","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760370","7760371","Лейкопл Medifix Standart 1,9х7,2см 20шт","9900000063156","Лейкопластырь Medifix Standart бактерицидный натуральный полимерная основа 1,9х7,2см 20шт","1000204","Cafe","6958627516029","шт/1","TYPE_GOODS","20000","SET_BASE","6958627516029","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760373","7760374","Пласт Ranaplast Pharm прозрач 7х2см 10шт","9900000063157","Пластырь Ranaplast Pharmadoct прозрачный водостойкий полимерная основа 7х2см 10шт","1000204","Cafe","4610017820919","шт/1","TYPE_GOODS","20000","SET_BASE","4610017820919","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760376","7760377","Книга Е.И.Михалкова+Книга Е.Н.Вильмонт","9900000046560","Книга Е.И.Михалкова Тайна замка Вержи+Книга Е.Н.Вильмонт У меня живет жирафа Акция","1000204","Cafe","2000989125112","шт/1","TYPE_GOODS","20000","SET_BASE","2000989125112","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760379","7760380","Книжка-мозаика Hot Wheels Выбери машинку","9900000030857","Книжка-мозаика Hot Wheels Выбери машинку","1000204","Cafe","9785953967587","шт/1","TYPE_GOODS","20000","SET_BASE","9785953967587","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760382","7760383","Книга Самолеты перв гонка.Мультколлекция","9900000034300","Книга Самолеты первая гонка.Мультколлекция","1000204","Cafe","9785953994095","шт/1","TYPE_GOODS","20000","SET_BASE","9785953994095","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760385","7760386","Пласт Ranaplast Pharm станд 7х2см 10шт","9900000063158","Пластырь Ranaplast Pharmadoct стандартный водостойкий полимерная основа 7х2см 10шт","1000204","Cafe","4610017820926","шт/1","TYPE_GOODS","20000","SET_BASE","4610017820926","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760388","7760389","Чипсы Naturals асс 40г 1+1 Акц","9900000067514","Чипсы Naturals ассортимент 40г 1+1 Акция","1000204","Cafe","2000000011288","шт/1","TYPE_GOODS","20000","SET_BASE","2000000011288","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760391","7760392","Книга Эгмонт Бел и 7 гн Мультколлекция","9900000039843","Книга Эгмонт Disney Белоснежка и семь гномов Мультколлекция","1000204","Cafe","9785447105945","шт/1","TYPE_GOODS","20000","SET_BASE","9785447105945","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760394","7760395","Латте DC хол XL+Дон Baker шок 55г Акц","9900000071626","Кофе Drive Cafe Латте холодный XL 0,3л+Донат Bakerton шоколадная глазурь,шоколад 55г Акция","1000204","Cafe","2000000024288","шт/1","TYPE_GOODS","20000","SET_BASE","2000000024288","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760397","7760398","Семена DC подсолн жар 70г","9900000054340","Семена Drive Cafe (СТМ) подсолнечника жареные 70г","1000204","Cafe","4605932007590","шт/1","TYPE_GOODS","20000","SET_BASE","4605932007590","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760400","7760401","Игрушка Princess Love 043531 мишка 22 см","9900000040586","Игрушка Princess Love 043531 мишка 22см","1000204","Cafe","4607100246756","шт/1","TYPE_GOODS","20000","SET_BASE","4607100246756","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760403","7760404","Шторки Dis 28105 Вин и Тигра 44x35см 2шт","9900000023817","Шторки Disney 28105 на присосках Винни и Тигра 44x35см 2 шт","1000204","Cafe","8010898281056","шт/1","TYPE_GOODS","20000","SET_BASE","8010898281056","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760406","7760407","Сигареты Play Hit","9900000027165","Сигареты Play Hit","1000204","Cafe","46103840","шт/1","TYPE_GOODS","20000","SET_BASE","46103840","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760409","7760410","Подушка-игрушка Disney 13920 Тигруля","9900000029046","Подушка-игрушка Disney 13920 Тигруля","1000204","Cafe","7296149057385","шт/1","TYPE_GOODS","20000","SET_BASE","7296149057385","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760412","7760413","Р/ж Orbit тропический микс 14г","9900000002157","Резинка жевательная Orbit тропический микс 14г","2","СОП.ТОВАРЫ","9900000002157","шт/1","TYPE_GOODS","20000","SET_BASE","9900000002157","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"2","СОП.ТОВАРЫ"
"7760415","7760416","Набор Eleaf iJust S Kit эл испар сталь","9900000055155","Набор Eleaf iJust S Kit электронный испаритель многоразовый стальной","1000204","Cafe","2000000030692","шт/1","TYPE_GOODS","20000","SET_BASE","2000000030692","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760418","7760419","Рубашка Авангард поло муж Classic черн S","9900000056009","Рубашка ХК Авангард поло мужская Classic черный S","1000204","Cafe","2006009110013","шт/1","TYPE_GOODS","20000","SET_BASE","2006009110013","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760421","7760422","Держатель Cellularline 14864 д/тел автом","9900000035892","Держатель Cellularline 14864 для телефона универсальный автомобильный","1000204","Cafe","8018080148644","шт/1","TYPE_GOODS","20000","SET_BASE","8018080148644","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760424","7760425","Игрушка Fancy BRN01 баран Степан","9900000037244","Игрушка Fancy BRN01 баран Степан","1000204","Cafe","4812501081718","шт/1","TYPE_GOODS","20000","SET_BASE","4812501081718","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760427","7760428","Крем-бальз Vitateka д/тела разогрев 75мл","9900000063162","Крем-бальзам Vitateka для тела разогревающий сабельник,барсучий жир,красный перец 75мл","1000204","Cafe","4607086566626","шт/1","TYPE_GOODS","20000","SET_BASE","4607086566626","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760430","7760431","Домкрат MegaPower T90403S гидр/б кейс 4т","9900000002169","Домкрат MegaPower T90403S гидравлический бутылочный кейс 4т","1000204","Cafe","2000278670736","шт/1","TYPE_GOODS","20000","SET_BASE","2000278670736","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760433","7760434","Крем-бальз Vitateka д/тела восстан 75мл","9900000063163","Крем-бальзам Vitateka для тела восстанавливающий окопник лекарственный 75мл","1000204","Cafe","4607086566602","шт/1","TYPE_GOODS","20000","SET_BASE","4607086566602","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760436","7760437","Игрушка Princess Love Y1318021 Джеки","9900000040587","Игрушка Princess Love Y1318021 собака Джеки 25см","1000204","Cafe","4607100246909","шт/1","TYPE_GOODS","20000","SET_BASE","4607100246909","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760439","7760440","Лейкопл Nanoplast fort. обезб 9х12см 3шт","9900000063164","Лейкопластырь Nanoplast forte обезболивающий противовоспалительный 9х12см 3шт","1000204","Cafe","4681747429048","шт/1","TYPE_GOODS","20000","SET_BASE","4681747429048","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760442","7760443","Ингалят-каран Лечеб ветер Мигреноff 1,3г","9900000063165","Ингалятор-карандаш Лечебный ветерок Мигреноff 1,3г","1000204","Cafe","4627074841573","шт/1","TYPE_GOODS","20000","SET_BASE","4627074841573","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760445","7760446","Напиток Bite миндальный 1л","9900000067540","Напиток Bite миндальный 1л","1000009664","Bite","4650062591952","шт/1","TYPE_GOODS","20000","SET_BASE","4650062591952","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.1000009664","Сопутствующий бизнес New/Cafe/Bite"
"7760448","7760449","Домкрат MegaPower T90204S гидр/б кейс 2т","9900000002170","Домкрат MegaPower T90204S гидравлический бутылочный клапан кейс 2т","1000204","Cafe","4607090024372","шт/1","TYPE_GOODS","20000","SET_BASE","4607090024372","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760451","7760452","Игрушка MT-JSL081412-22 Собака 22см","9900000041751","Игрушка MAXITOYS MT-JSL081412-22 Собака глазастик 22см","1000204","Cafe","4612713500119","шт/1","TYPE_GOODS","20000","SET_BASE","4612713500119","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760454","7760455","Игрушка MT-TS12201311-15 Котенок 15см","9900000041757","Игрушка MAXITOYS MT-TS12201311-15 Котенок 15см","1000204","Cafe","4612735102742","шт/1","TYPE_GOODS","20000","SET_BASE","4612735102742","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760457","7760458","Печенье Bitey банан безглютеновое 125г","9900000067541","Печенье Bitey банан безглютеновое 125г","1000009664","Bite","4650062592584","шт/1","TYPE_GOODS","20000","SET_BASE","4650062592584","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.1000009664","Сопутствующий бизнес New/Cafe/Bite"
"7760460","7760461","Крекеры Bite овсяные куркума,имбирь 200г","9900000067546","Крекеры Bite овсяные куркума,имбирь 200г","1000009664","Bite","4650062593024","шт/1","TYPE_GOODS","20000","SET_BASE","4650062593024","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.1000009664","Сопутствующий бизнес New/Cafe/Bite"
"7760463","7760464","Крекеры Bite овсяные морская соль 200г","9900000067547","Крекеры Bite овсяные морская соль 200г","1000009664","Bite","4650062593000","шт/1","TYPE_GOODS","20000","SET_BASE","4650062593000","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204.1000009664","Сопутствующий бизнес New/Cafe/Bite"
"7760466","7760467","Батончик NATURE VALLEY асс 42г","9900000052309","Батончик NATURE VALLEY ассортимент 42г","1000204","Cafe","2000999900662","шт/1","TYPE_GOODS","20000","SET_BASE","2000999900662","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760469","7760470","Игрушка JL-001-25 зайка Лин сердце 25см","9900000046613","Игрушка Jack and Lin JL-001-25 зайка Лин с сердцем 25см","1000204","Cafe","4612713501581","шт/1","TYPE_GOODS","20000","SET_BASE","4612713501581","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760472","7760473","Блокнот 371252 Один день из жизни енота","9900000047933","Блокнот 371252 Один день из жизни енота","1000204","Cafe","9785699853755","шт/1","TYPE_GOODS","20000","SET_BASE","9785699853755","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760475","7760476","Книга Читаем и слушаем Заюшкина избушка","9900000030266","Книга Читаем и слушаем Заюшкина избушка","1000204","Cafe","9785783308499","шт/1","TYPE_GOODS","20000","SET_BASE","9785783308499","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"1004614.1000204","Сопутствующий бизнес New/Cafe"
"7760478","7760479","Мармелад Fruit-tella звери mix пакет 30г","9900000002243","Мармелад Fruit-tella звери mix пакет 30г","2","СОП.ТОВАРЫ","9900000002243","шт/1","TYPE_GOODS","20000","SET_BASE","9900000002243","SET_NOTDISABLE","В работе","Нет","12300",NULL,"AT_GOODS","Товар","ОСН",NULL,"UMCTOG_NotMarked","Нет","UMCTOG_NotMarked","Нет","UMCTOG_NotMarked",0,0,"2","СОП.ТОВАРЫ"
